site,sid,ldate,lrate,llevel,leaktype,0HZ,10HZ,20HZ,30HZ,40HZ,50HZ,60HZ,70HZ,80HZ,90HZ,100HZ,110HZ,120HZ,130HZ,140HZ,150HZ,160HZ,170HZ,180HZ,190HZ,200HZ,210HZ,220HZ,230HZ,240HZ,250HZ,260HZ,270HZ,280HZ,290HZ,300HZ,310HZ,320HZ,330HZ,340HZ,350HZ,360HZ,370HZ,380HZ,390HZ,400HZ,410HZ,420HZ,430HZ,440HZ,450HZ,460HZ,470HZ,480HZ,490HZ,500HZ,510HZ,520HZ,530HZ,540HZ,550HZ,560HZ,570HZ,580HZ,590HZ,600HZ,610HZ,620HZ,630HZ,640HZ,650HZ,660HZ,670HZ,680HZ,690HZ,700HZ,710HZ,720HZ,730HZ,740HZ,750HZ,760HZ,770HZ,780HZ,790HZ,800HZ,810HZ,820HZ,830HZ,840HZ,850HZ,860HZ,870HZ,880HZ,890HZ,900HZ,910HZ,920HZ,930HZ,940HZ,950HZ,960HZ,970HZ,980HZ,990HZ,1000HZ,1010HZ,1020HZ,1030HZ,1040HZ,1050HZ,1060HZ,1070HZ,1080HZ,1090HZ,1100HZ,1110HZ,1120HZ,1130HZ,1140HZ,1150HZ,1160HZ,1170HZ,1180HZ,1190HZ,1200HZ,1210HZ,1220HZ,1230HZ,1240HZ,1250HZ,1260HZ,1270HZ,1280HZ,1290HZ,1300HZ,1310HZ,1320HZ,1330HZ,1340HZ,1350HZ,1360HZ,1370HZ,1380HZ,1390HZ,1400HZ,1410HZ,1420HZ,1430HZ,1440HZ,1450HZ,1460HZ,1470HZ,1480HZ,1490HZ,1500HZ,1510HZ,1520HZ,1530HZ,1540HZ,1550HZ,1560HZ,1570HZ,1580HZ,1590HZ,1600HZ,1610HZ,1620HZ,1630HZ,1640HZ,1650HZ,1660HZ,1670HZ,1680HZ,1690HZ,1700HZ,1710HZ,1720HZ,1730HZ,1740HZ,1750HZ,1760HZ,1770HZ,1780HZ,1790HZ,1800HZ,1810HZ,1820HZ,1830HZ,1840HZ,1850HZ,1860HZ,1870HZ,1880HZ,1890HZ,1900HZ,1910HZ,1920HZ,1930HZ,1940HZ,1950HZ,1960HZ,1970HZ,1980HZ,1990HZ,2000HZ,2010HZ,2020HZ,2030HZ,2040HZ,2050HZ,2060HZ,2070HZ,2080HZ,2090HZ,2100HZ,2110HZ,2120HZ,2130HZ,2140HZ,2150HZ,2160HZ,2170HZ,2180HZ,2190HZ,2200HZ,2210HZ,2220HZ,2230HZ,2240HZ,2250HZ,2260HZ,2270HZ,2280HZ,2290HZ,2300HZ,2310HZ,2320HZ,2330HZ,2340HZ,2350HZ,2360HZ,2370HZ,2380HZ,2390HZ,2400HZ,2410HZ,2420HZ,2430HZ,2440HZ,2450HZ,2460HZ,2470HZ,2480HZ,2490HZ,2500HZ,2510HZ,2520HZ,2530HZ,2540HZ,2550HZ,2560HZ,2570HZ,2580HZ,2590HZ,2600HZ,2610HZ,2620HZ,2630HZ,2640HZ,2650HZ,2660HZ,2670HZ,2680HZ,2690HZ,2700HZ,2710HZ,2720HZ,2730HZ,2740HZ,2750HZ,2760HZ,2770HZ,2780HZ,2790HZ,2800HZ,2810HZ,2820HZ,2830HZ,2840HZ,2850HZ,2860HZ,2870HZ,2880HZ,2890HZ,2900HZ,2910HZ,2920HZ,2930HZ,2940HZ,2950HZ,2960HZ,2970HZ,2980HZ,2990HZ,3000HZ,3010HZ,3020HZ,3030HZ,3040HZ,3050HZ,3060HZ,3070HZ,3080HZ,3090HZ,3100HZ,3110HZ,3120HZ,3130HZ,3140HZ,3150HZ,3160HZ,3170HZ,3180HZ,3190HZ,3200HZ,3210HZ,3220HZ,3230HZ,3240HZ,3250HZ,3260HZ,3270HZ,3280HZ,3290HZ,3300HZ,3310HZ,3320HZ,3330HZ,3340HZ,3350HZ,3360HZ,3370HZ,3380HZ,3390HZ,3400HZ,3410HZ,3420HZ,3430HZ,3440HZ,3450HZ,3460HZ,3470HZ,3480HZ,3490HZ,3500HZ,3510HZ,3520HZ,3530HZ,3540HZ,3550HZ,3560HZ,3570HZ,3580HZ,3590HZ,3600HZ,3610HZ,3620HZ,3630HZ,3640HZ,3650HZ,3660HZ,3670HZ,3680HZ,3690HZ,3700HZ,3710HZ,3720HZ,3730HZ,3740HZ,3750HZ,3760HZ,3770HZ,3780HZ,3790HZ,3800HZ,3810HZ,3820HZ,3830HZ,3840HZ,3850HZ,3860HZ,3870HZ,3880HZ,3890HZ,3900HZ,3910HZ,3920HZ,3930HZ,3940HZ,3950HZ,3960HZ,3970HZ,3980HZ,3990HZ,4000HZ,4010HZ,4020HZ,4030HZ,4040HZ,4050HZ,4060HZ,4070HZ,4080HZ,4090HZ,4100HZ,4110HZ,4120HZ,4130HZ,4140HZ,4150HZ,4160HZ,4170HZ,4180HZ,4190HZ,4200HZ,4210HZ,4220HZ,4230HZ,4240HZ,4250HZ,4260HZ,4270HZ,4280HZ,4290HZ,4300HZ,4310HZ,4320HZ,4330HZ,4340HZ,4350HZ,4360HZ,4370HZ,4380HZ,4390HZ,4400HZ,4410HZ,4420HZ,4430HZ,4440HZ,4450HZ,4460HZ,4470HZ,4480HZ,4490HZ,4500HZ,4510HZ,4520HZ,4530HZ,4540HZ,4550HZ,4560HZ,4570HZ,4580HZ,4590HZ,4600HZ,4610HZ,4620HZ,4630HZ,4640HZ,4650HZ,4660HZ,4670HZ,4680HZ,4690HZ,4700HZ,4710HZ,4720HZ,4730HZ,4740HZ,4750HZ,4760HZ,4770HZ,4780HZ,4790HZ,4800HZ,4810HZ,4820HZ,4830HZ,4840HZ,4850HZ,4860HZ,4870HZ,4880HZ,4890HZ,4900HZ,4910HZ,4920HZ,4930HZ,4940HZ,4950HZ,4960HZ,4970HZ,4980HZ,4990HZ,5000HZ,5010HZ,5020HZ,5030HZ,5040HZ,5050HZ,5060HZ,5070HZ,5080HZ,5090HZ,5100HZ,5110HZ,5120HZ,MAX0,MAX1,MAX2,MAX3,MAX4,MAX5,MAX6,MAX7,MAX8,MAX9,MAX10,MAX11,MAX12,MAX13,MAX14,MAX15,MAX16,MAX17,MAX18,MAX19
S-4372025021,S-0359369085128045,20210113,90,1244,noise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,15,29,44,63,88,102,122,132,1242,117,107,97,83,63,44,29,15,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,10,15,19,24,29,44,331,29,19,19,19,15,10,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,15,24,146,10,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,1246,360,1247,360,1247,360,1244,360,1244,360,1245,360,1245,360,1244,360,1219,360,1244
S-4372025021,S-0359369085130066,20201231,90,292,noise,0,3,4,4,5,3,4,4,4,6,5,9,12,5,4,5,6,8,12,16,18,17,25,37,65,52,95,276,39,131,50,34,25,16,14,11,9,10,6,5,5,5,8,6,5,6,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5,5,5,4,4,5,4,4,5,4,5,5,5,4,5,5,5,6,4,5,5,6,6,6,6,6,4,8,4,5,5,6,5,6,5,6,4,4,5,5,5,5,5,6,5,5,4,4,5,4,5,3,5,5,6,5,4,5,5,5,5,6,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,6,6,4,6,4,4,5,4,4,5,5,4,4,5,5,5,6,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,4,4,5,4,4,4,5,4,4,5,5,6,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,4,5,5,5,5,4,5,4,5,4,5,5,5,5,5,6,5,5,5,5,4,4,4,5,5,4,4,5,4,6,5,5,5,6,5,4,4,5,4,4,5,5,5,6,6,5,4,4,4,6,4,6,5,5,5,4,5,5,4,6,3,4,4,5,5,5,5,4,4,4,4,5,5,5,4,5,4,5,4,5,5,5,5,4,6,6,5,5,5,5,4,4,4,4,5,6,6,5,5,6,5,4,5,5,5,4,5,5,4,4,5,5,5,4,4,5,4,5,4,5,4,5,5,5,4,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,4,5,4,4,5,5,4,5,4,5,4,5,5,5,4,4,4,4,5,6,5,6,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,4,5,5,5,6,5,4,5,4,5,6,4,4,5,4,6,5,5,5,6,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,6,5,5,5,5,6,5,6,6,8,5,5,5,5,5,5,5,5,5,6,5,4,5,5,4,5,5,5,5,6,5,5,4,5,5,4,5,5,5,5,4,4,4,5,4,6,5,6,4,5,5,270,264,270,503,270,218,240,251,270,356,270,368,290,258,270,296,270,327,290,137
S-4772025022,S-0359369084113212,20200517,90,292,noise,0,3,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,3,4,4,5,5,6,11,15,21,21,29,54,105,184,273,120,58,54,37,20,15,12,9,9,5,5,5,6,4,5,7,4,5,5,6,4,5,4,5,5,5,5,5,6,5,5,4,4,3,4,3,5,5,5,5,4,5,4,6,5,4,4,5,4,5,4,5,5,5,5,5,4,4,4,4,5,5,6,5,6,9,12,13,14,11,10,7,7,7,6,6,5,5,4,5,4,4,4,5,5,5,5,4,4,4,5,5,4,5,4,4,4,4,4,5,5,5,4,5,5,5,4,5,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,5,4,3,4,5,5,4,4,5,5,4,4,5,3,4,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,4,5,4,4,3,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,5,4,5,5,5,4,4,5,4,3,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,5,5,4,5,4,4,5,4,4,4,6,4,4,5,4,5,5,4,5,5,5,4,4,5,5,5,4,5,4,5,5,5,4,5,6,5,5,5,5,4,4,4,4,4,5,4,4,4,6,5,4,4,4,5,5,4,4,4,4,4,5,4,5,5,4,6,4,4,4,4,4,5,5,4,5,5,4,5,4,5,4,4,4,4,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,6,5,4,5,4,5,4,5,5,5,5,4,5,6,5,6,4,5,5,5,5,5,5,5,5,4,4,5,3,6,4,5,5,4,6,5,6,5,5,6,5,5,4,4,5,5,4,4,5,5,5,4,5,6,5,5,5,5,4,6,5,5,5,4,4,5,4,6,5,6,5,5,5,4,5,5,4,4,5,5,6,5,5,4,5,5,5,5,4,5,6,5,5,4,4,4,5,4,5,5,5,5,6,5,5,5,4,5,4,5,350,152,350,200,350,175,340,311,350,421,340,337,350,407,350,321,340,250,350,341
S-4682025024,S-0359369085686448,20210105,90,794,noise,0,0,0,0,0,0,0,0,0,3,6,9,16,25,38,44,28,16,9,9,19,32,38,63,107,174,395,805,256,183,104,73,57,35,32,25,19,16,16,19,16,13,9,6,6,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,3,6,9,9,16,16,13,6,6,6,9,9,9,13,25,35,92,69,73,47,35,22,16,9,6,6,6,6,6,6,6,6,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,3,3,3,3,3,3,3,3,6,6,13,19,16,13,16,13,9,6,6,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,270,1060,270,854,270,635,270,917,270,955,270,707,270,789,270,641,270,766,270,726
S-4784025026,S-0359369085084776,20201128,90,830,noise,0,0,0,0,0,0,3,0,0,3,3,3,6,3,10,13,19,16,23,32,55,58,42,48,84,425,164,122,138,328,821,135,80,87,158,145,55,32,39,52,35,19,16,16,16,10,6,6,6,6,6,6,3,3,0,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,6,3,6,10,13,13,13,16,32,68,42,29,35,68,145,48,29,35,52,61,32,23,32,48,32,19,16,23,23,16,13,10,10,10,10,6,3,3,3,3,3,3,0,3,3,0,0,0,0,0,3,3,0,3,3,3,3,3,6,6,6,6,10,13,19,16,13,16,29,39,23,16,19,29,32,16,13,13,13,16,10,10,10,13,10,10,6,6,10,6,6,3,3,3,6,3,3,3,3,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,3,3,6,6,6,6,6,6,13,13,10,10,10,13,13,10,6,6,10,10,6,3,3,6,3,3,3,3,6,3,3,3,3,3,3,3,3,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,3,3,3,3,3,6,6,3,3,6,6,6,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,958,300,824,300,844,300,943,300,939,300,697,300,604,300,810,300,930,300,659
S-4784025026,S-0359369085084776,20201208,90,772,noise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,9,20,23,32,44,64,108,178,420,744,149,76,61,44,35,29,20,12,9,6,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,6,12,20,32,58,88,61,26,15,9,6,6,3,3,3,3,0,3,0,0,3,0,0,0,0,3,3,3,0,0,3,0,0,3,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,9,12,15,18,12,6,6,3,3,3,3,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,6,6,6,3,3,3,3,3,0,0,0,3,0,3,0,0,0,3,3,0,3,0,0,0,0,0,3,3,3,0,3,0,3,3,3,3,0,3,0,3,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,0,0,3,3,0,0,0,3,3,0,0,0,0,0,3,0,0,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3,3,0,0,3,0,0,3,0,0,0,0,3,3,3,3,3,3,3,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,0,3,0,0,3,0,0,3,3,3,3,3,3,3,3,0,3,3,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,3,0,0,3,3,3,0,3,3,3,0,0,3,3,3,3,3,0,0,3,3,3,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,3,0,0,3,3,0,0,3,0,0,0,3,3,0,3,3,3,3,3,3,0,0,3,3,0,3,0,0,0,3,3,3,3,0,0,3,3,3,3,3,3,0,0,3,0,3,0,3,3,0,3,3,0,0,3,3,0,3,0,3,0,3,3,0,0,3,3,3,0,0,0,0,3,3,300,762,290,695,300,525,300,750,300,1055,300,834,300,789,300,1041,300,681,290,624
S-4571025029,S-0359369084042932,20200725,90,213,noise,0,4,4,4,3,4,3,3,3,4,5,4,4,5,12,10,9,8,10,11,16,17,20,31,58,80,211,123,64,33,19,15,11,9,7,7,7,7,6,7,7,9,6,7,5,6,6,6,5,5,6,6,6,7,7,5,4,5,6,5,5,5,6,4,5,6,4,4,5,6,6,6,6,4,5,5,6,5,6,5,5,3,6,5,5,6,6,5,5,5,5,6,5,5,5,7,5,5,6,6,5,7,6,5,5,6,5,5,5,5,6,5,6,4,5,5,6,4,4,5,5,5,5,6,5,7,5,7,4,4,5,6,5,4,6,4,5,5,6,5,6,6,5,5,3,5,5,6,6,5,6,5,5,6,5,5,5,5,5,4,5,6,5,5,4,5,5,5,5,6,5,5,4,4,5,5,5,4,6,4,6,5,5,5,5,5,5,5,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,7,6,5,6,6,5,6,6,5,4,5,6,5,6,4,6,6,5,5,7,6,6,6,5,6,6,5,5,4,5,5,4,6,5,6,7,4,5,7,5,6,6,6,5,6,6,6,6,6,5,6,7,5,6,6,7,6,6,6,6,6,5,6,6,5,6,6,4,6,6,7,5,6,5,6,5,5,6,5,6,5,5,5,4,4,6,5,5,6,6,5,5,5,4,6,5,6,6,5,5,5,6,5,6,6,6,4,5,5,5,6,5,6,6,7,6,6,6,7,5,6,5,6,6,4,4,5,6,5,6,6,3,5,6,5,5,5,6,5,4,7,4,6,6,5,5,5,6,5,6,6,5,6,6,6,5,5,5,6,6,5,6,5,5,5,6,6,6,5,5,5,6,5,6,7,6,5,6,5,7,4,5,6,6,5,4,5,6,6,5,5,6,4,6,4,5,5,4,5,5,5,7,7,6,7,6,5,7,6,6,7,5,6,6,6,5,6,6,5,5,5,5,4,6,6,6,5,6,5,5,5,5,6,5,6,5,5,5,4,5,5,6,6,5,6,5,5,6,5,6,6,6,6,6,7,5,6,6,5,5,5,7,7,6,6,7,6,6,6,7,6,7,6,6,5,6,5,6,7,5,6,6,5,5,6,6,6,7,5,5,7,5,6,5,5,6,5,5,5,6,5,5,6,5,4,7,4,6,5,260,225,260,181,260,187,260,203,260,186,260,308,260,233,260,124,260,259,260,202
S-4784025026,S-0359369085184170,20201216,90,607,noise,0,2,2,2,2,2,2,2,2,2,2,2,4,7,7,11,11,13,15,17,28,39,72,183,549,556,170,81,57,26,20,15,13,11,9,7,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,4,7,7,9,17,46,41,26,13,9,7,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,7,7,7,7,7,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,4,2,4,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,250,334,250,823,240,735,240,580,250,472,250,630,240,664,240,657,240,464,250,658
S-4886025023,S-0359369085124069,20201224,90,617,noise,0,2,2,5,10,19,34,49,63,93,151,621,12,22,32,32,27,22,15,10,5,5,12,2,2,2,2,2,5,2,5,7,24,34,7,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,5,2,2,5,2,2,2,2,2,2,2,2,2,5,2,2,2,2,5,5,5,2,2,2,2,5,5,2,5,5,2,5,2,5,5,5,5,5,2,2,5,5,2,2,2,5,2,5,5,2,5,2,2,5,2,5,2,2,2,5,5,2,2,5,2,2,5,5,5,5,2,2,5,5,2,2,2,2,2,2,5,5,2,2,5,2,2,2,5,2,2,5,2,5,2,2,2,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,5,5,5,5,2,5,2,5,2,2,5,5,2,2,5,5,5,2,5,2,2,5,2,2,2,5,5,5,2,2,2,2,2,2,5,2,5,5,5,5,2,2,5,2,2,2,5,5,2,5,2,2,5,2,2,5,2,2,2,5,5,2,2,5,5,2,5,5,2,5,5,5,2,5,5,5,5,5,2,2,2,5,5,5,2,2,2,2,5,2,5,2,2,2,5,5,2,5,5,2,5,2,2,2,5,2,5,2,5,5,5,5,5,2,5,5,2,5,5,2,5,2,5,5,2,5,5,5,5,5,5,2,5,5,5,2,2,5,2,5,5,5,2,2,5,2,2,5,2,2,5,2,2,2,2,5,2,5,5,2,5,2,2,5,5,5,2,5,5,2,2,5,5,2,2,5,5,2,5,2,2,2,2,2,5,2,2,2,5,5,2,5,5,2,5,2,5,5,2,5,2,2,5,5,2,5,2,2,2,2,5,2,5,2,5,2,2,2,5,5,5,5,2,5,5,2,5,5,5,2,2,2,2,2,2,2,2,5,5,5,2,5,5,5,5,2,2,2,5,2,5,2,5,5,2,5,5,5,2,5,2,5,5,2,2,5,2,5,5,5,2,2,2,5,5,2,2,5,5,2,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,2,5,5,2,5,2,5,5,110,697,110,609,110,652,110,604,110,599,110,571,110,581,110,596,110,620,110,678
